english_word,spanish_word,spanish_meaning_ff,relationship_type,part_of_speech,cultural_domain,first_attestation_english,first_attestation_spanish,jaccard_similarity,levenshtein_similarity,complexity_syllables,complexity_length,complexity_frequency_complexity,complexity_semantic_complexity,complexity_overall_complexity,complexity_syll_component,complexity_freq_component,complexity_semantic_component,complexity_length_component
ketchup,ketchup,,loanword_en_to_es,noun,food_cuisine,1800,1840,1,1,2,7,3.54,1,45.3,13.2,17.7,4,10.4
keynesianism,keynesianismo,,cognates,noun,economics_commerce,1940,1947,0.889,0.923,4,12,5.14,1,66,19.3,25.7,4,17
kitsch,kitch,,cognates,noun,arts_entertainment,1920,1903,0.833,0.833,1,6,4.31,1,42.4,8.3,21.6,4,8.5
knockout,nocaut,,cognates,noun,sports_recreation,1887,1740,0.714,0.625,2,8,3.39,3,49.1,13.2,16.9,6.9,12
kremlin,kremlin,,cognates,noun,government_politics,1600,1800,1,1,2,7,3.61,2,47.3,13.2,18.1,5.7,10.4
kung fu,kung fu,,cognates,noun,sports_recreation,1966,1965,1,1,2,7,3.6,0,41.6,13.2,18,0,10.4
labor,labor,,cognates,noun,economics_commerce,1300,1556,1,1,2,5,2.23,10,43,13.2,11.2,12.6,6
laboratory,laboratorio,,cognates,noun,education_knowledge,1600,1573,0.75,0.818,4,10,2.69,2,53.1,19.3,13.5,5.7,14.7
labyrinth,laberinto,,cognates,noun,housing_architecture,1325,1556,0.636,0.778,3,9,3.69,2,54.2,16.6,18.4,5.7,13.4
laceration,laceración,,cognates,noun,health_medicine,1508,1717,0.7,0.8,4,10,4.37,2,61.5,19.3,21.9,5.7,14.7
lacrosse,lacrosse,,cognates,noun,sports_recreation,1200,1903,1,1,2,8,3.6,1,47.2,13.2,18,4,12
lacuna,laguna,,cognates,noun,language_communication,1600,1542,0.667,0.833,3,6,4.68,2,54.2,16.6,23.4,5.7,8.5
lama,lama,,cognates,noun,religion_spirituality,1600,1542,1,1,2,4,3.52,2,36.4,13.2,17.6,5.7,0
lamp,lámpara,,cognates,noun,technology_tools,1325,1573,0.667,0.429,1,4,2.95,2,28.7,8.3,14.8,5.7,0
lamprey,lamprea,,cognates,noun,nature_geography,1300,1594,0.857,0.857,2,7,4.72,1,51.2,13.2,23.6,4,10.4
lancet,lanceta,,cognates,noun,health_medicine,1325,1578,1,0.857,2,6,3.93,2,47,13.2,19.7,5.7,8.5
lapel,solapa,,cognates,noun,clothing_appearance,1708,1730,0.5,0.333,2,5,4.23,1,44.3,13.2,21.2,4,6
large,largo,Long,false_friends,adjective,language_communication,1608,1542,0.667,0.8,1,5,1.61,11,35.6,8.3,8.1,13.3,6
larva,larva,,cognates,noun,nature_geography,1600,1730,1,1,2,5,4.01,1,43.2,13.2,20,4,6
laser,láser,,cognates,noun,technology_tools,1508,1771,0.667,0.8,2,5,2.8,1,37.2,13.2,14,4,6
lasso,lazo,,cognates,noun,sports_recreation,1800,1545,0.6,0.6,2,5,4.26,3,47.4,13.2,21.3,6.9,6
lateral,lateral,,cognates,adjective,language_communication,1934,1556,1,1,3,7,3.25,3,50.2,16.6,16.2,6.9,10.4
latrine,letrina,,cognates,noun,housing_architecture,1600,1737,1,0.714,2,7,4.49,1,50,13.2,22.5,4,10.4
laxative,laxante,,cognates,noun,health_medicine,1325,1640,0.625,0.625,3,8,4.34,2,56,16.6,21.7,5.7,12
lecture,lectura,Reading,false_friends,noun,education_knowledge,1325,1542,0.857,0.857,2,7,2.86,5,46.8,13.2,14.3,8.9,10.4
legal,legal,,cognates,adjective,government_politics,1740,1545,1,1,2,5,1.92,5,37.7,13.2,9.6,8.9,6
lemming,lemmini,,cognates,verb,nature_geography,1600,1890,0.833,0.857,2,7,4.67,1,50.9,13.2,23.4,4,10.4
lense,lente,,cognates,noun,technology_tools,1000,1562,0.6,0.8,1,5,4.72,1,41.9,8.3,23.6,4,6
leopard,leopardo,,cognates,noun,nature_geography,1325,1692,1,0.875,2,7,3.41,2,46.3,13.2,17.1,5.7,10.4
leotard,leotardo,,cognates,noun,clothing_appearance,1920,1968,1,0.875,3,7,4.46,1,53.3,16.6,22.3,4,10.4
lesson,lección,,cognates,noun,education_knowledge,1325,1556,0.375,0.429,2,6,2.53,4,42.3,13.2,12.7,8,8.5
lessons,lecciones,,cognates,noun,education_knowledge,1325,1556,0.714,0.556,2,7,2.62,4,44.7,13.2,13.1,8,10.4
letter,letra,,cognates,noun,language_communication,1200,1545,0.8,0.5,2,6,2.05,8,43.2,13.2,10.2,11.3,8.5
leukemia,leucemia,,cognates,noun,health_medicine,1851,1745,0.75,0.875,4,8,3.54,1,53,19.3,17.7,4,12
lexicography,lexicografía,,cognates,noun,language_communication,1608,1606,0.643,0.75,5,12,5.05,1,67.7,21.5,25.2,4,17
liberal,liberal,,cognates,adjective,government_politics,1325,1545,1,1,3,7,2.34,7,49.3,16.6,11.7,10.6,10.4
liberation,liberación,,cognates,noun,language_communication,1325,1556,0.636,0.8,4,10,3.09,3,56.4,19.3,15.4,6.9,14.7
library,librería,Bookstore,false_friends,noun,education_knowledge,1325,1827,0.625,0.625,3,7,2.14,5,46.7,16.6,10.7,8.9,10.4
lidar,lidar,,cognates,noun,technology_tools,1960,1766,1,1,2,5,4.35,1,44.9,13.2,21.8,4,6
lido,lido,,cognates,noun,sports_recreation,1850,1556,1,1,2,4,4.21,1,38.2,13.2,21.1,4,0
lifo,lifo,,cognates,noun,economics_commerce,1940,1611,1,1,2,4,5.26,1,43.5,13.2,26.3,4,0
ligament,ligamento,,cognates,noun,health_medicine,1325,1599,0.889,0.889,3,8,3.66,2,52.6,16.6,18.3,5.7,12
liger,ligre,,cognates,noun,nature_geography,1930,1787,1,0.6,1,5,4.77,1,42.2,8.3,23.8,4,6
like,like,,loanword_en_to_es,other,language_communication,1200,1745,1,1,1,4,0.59,11,24.5,8.3,2.9,13.3,0
limelight,limelight,,cognates,noun,arts_entertainment,1820,1953,1,1,2,9,3.89,2,51.7,13.2,19.4,5.7,13.4
limit,límite,,cognates,noun,language_communication,1325,1556,0.667,0.667,2,5,2.3,9,42.7,13.2,11.5,12,6
limitation,limitación,,cognates,noun,language_communication,1400,1556,0.667,0.8,4,10,3.29,5,59.4,19.3,16.4,8.9,14.7
limiter,limitador,,cognates,noun,technology_tools,1325,1732,0.556,0.667,2,7,4.45,1,49.8,13.2,22.2,4,10.4
limousine,limusina,,cognates,noun,transportation,1900,1815,0.667,0.778,3,9,3.8,1,53.1,16.6,19,4,13.4
line,línea,,cognates,noun,education_knowledge,1000,1545,0.5,0.6,1,4,1.51,36,35.9,8.3,7.5,20,0
lingerie,lencería,,cognates,noun,clothing_appearance,1830,1556,0.444,0.5,3,8,3.47,1,50,16.6,17.4,4,12
liniment,linimento,,cognates,noun,health_medicine,1325,1730,0.857,0.889,3,8,5.11,1,58.2,16.6,25.6,4,12
link,link,,loanword_en_to_es,noun,technology_tools,1911,1739,1,1,1,4,2.01,13,32.8,8.3,10,14.4,0
linotype,linotipo,,cognates,noun,technology_tools,1880,1620,0.75,0.75,3,8,4.65,1,55.9,16.6,23.2,4,12
lintel,dintel,,cognates,noun,housing_architecture,1325,1638,0.833,0.833,2,6,4.68,1,49.1,13.2,23.4,4,8.5
liquidation,liquidación,,cognates,noun,economics_commerce,1755,1556,0.636,0.818,4,11,3.74,3,60.8,19.3,18.7,6.9,15.9
list,lista,,cognates,noun,education_knowledge,1600,1545,0.8,0.8,1,4,1.72,7,27.5,8.3,8.6,10.6,0
literature,literatura,,cognates,noun,arts_entertainment,1812,1542,1,0.9,4,10,2.38,4,53.9,19.3,11.9,8,14.7
livery,librea,,cognates,noun,clothing_appearance,1325,1545,0.5,0.333,3,6,3.9,4,52.6,16.6,19.5,8,8.5
llama,llama,,loanword_es_to_en,noun,nature_geography,1600,1522,1,1,2,5,4.05,1,43.4,13.2,20.2,4,6
lobotomy,lobotomía,,cognates,noun,health_medicine,1936,1879,0.625,0.778,4,8,4.54,1,58,19.3,22.7,4,12
local,local,,cognates,adjective,language_communication,1500,1545,1,1,2,5,1.57,5,36,13.2,7.9,8.9,6
localization,localización,,cognates,noun,language_communication,1811,1556,0.778,0.833,5,12,3.73,2,62.8,21.5,18.6,5.7,17
lockout,lock-out,,cognates,noun,language_communication,1300,1835,0.857,0.875,2,7,3.87,1,46.9,13.2,19.4,4,10.4
locomotion,locomoción,,cognates,noun,transportation,1715,1556,0.75,0.8,4,10,4.12,2,60.3,19.3,20.6,5.7,14.7
loft,loft,,cognates,noun,housing_architecture,1000,1674,1,1,1,4,3.49,8,37.1,8.3,17.5,11.3,0
loggia,logia,,cognates,noun,housing_architecture,1700,1556,1,0.833,3,6,4.8,1,53.1,16.6,24,4,8.5
logic,lógica,,cognates,noun,education_knowledge,1325,1556,0.571,0.667,2,5,2.64,5,41.3,13.2,13.2,8.9,6
logicism,logicismo,,cognates,noun,education_knowledge,1930,1732,1,0.889,2,8,5.91,1,58.7,13.2,29.6,4,12
longevity,longevidad,,cognates,noun,health_medicine,1500,1701,0.636,0.7,4,9,3.45,2,55.6,19.3,17.2,5.7,13.4
longhorn,longhorn,,cognates,noun,nature_geography,1708,1914,1,1,2,8,4.33,1,50.8,13.2,21.6,4,12
look,look,,loanword_en_to_es,noun,language_communication,1200,1745,1,1,1,4,1.19,14,29.2,8.3,6,15,0
lope,lope,,cognates,noun,transportation,1300,1618,1,1,1,4,4.44,3,37.4,8.3,22.2,6.9,0
lorazepam,lorazepam,,cognates,noun,health_medicine,1960,1879,1,1,2,9,4.75,1,54.3,13.2,23.8,4,13.4
lore,lore,,cognates,noun,education_knowledge,1000,1573,1,1,1,4,3.45,1,29.6,8.3,17.2,4,0
lottery,lotería,,cognates,noun,economics_commerce,1500,1556,0.625,0.571,3,7,3,2,47.7,16.6,15,5.7,10.4
loupe,lupa,,cognates,noun,technology_tools,1900,1704,0.5,0.6,1,5,4.95,1,43.1,8.3,24.8,4,6
lubrication,lubricación,,cognates,noun,technology_tools,1928,1758,0.727,0.818,4,11,4.03,2,61,19.3,20.1,5.7,15.9
luge,luge,,cognates,noun,sports_recreation,1880,1681,1,1,1,4,4.28,2,35.4,8.3,21.4,5.7,0
luminance,luminancia,,cognates,noun,technology_tools,1880,1935,0.875,0.8,3,9,4.46,1,56.4,16.6,22.3,4,13.4
luminosity,luminosidad,,cognates,noun,nature_geography,1600,1573,0.636,0.727,5,10,4.1,1,60.7,21.5,20.5,4,14.7
lunette,luneta,,cognates,noun,housing_architecture,1500,1545,0.833,0.714,1,7,5.27,2,50.7,8.3,26.3,5.7,10.4
luxurious,lujuria,Lust,false_friends,adjective,values_ethics,1350,1791,0.444,0.556,4,9,3.45,2,55.6,19.3,17.2,5.7,13.4
lynx,lynx,,cognates,noun,nature_geography,1325,1792,1,1,1,4,3.94,2,33.7,8.3,19.7,5.7,0
lyre,lira,,cognates,noun,arts_entertainment,1325,1556,0.333,0.5,1,4,4.39,1,34.3,8.3,22,4,0
m-theory,teoría m,,cognates,noun,education_knowledge,1990,1879,0.455,0.125,3,8,2.24,1,43.8,16.6,11.2,4,12
macaque,macaco,,cognates,noun,nature_geography,1608,1745,0.429,0.571,1,7,4.57,1,45.6,8.3,22.9,4,10.4
machine,máquina,,cognates,noun,technology_tools,1325,1545,0.4,0.429,2,7,2.1,8,45.4,13.2,10.5,11.3,10.4
machinery,maquinaria,,cognates,noun,technology_tools,1608,1556,0.455,0.5,4,9,2.98,2,53.3,19.3,14.9,5.7,13.4
machismo,machismo,,loanword_es_to_en,noun,values_ethics,1928,1808,1,1,3,8,4.51,1,55.2,16.6,22.5,4,12
macho,macho,,loanword_es_to_en,noun,values_ethics,1500,1545,1,1,2,5,3.74,2,43.5,13.2,18.7,5.7,6
macrobiotics,macrobiótica,,cognates,noun,health_medicine,1840,1799,0.8,0.833,4,12,5.77,1,69.1,19.3,28.8,4,17
magic,magia,,cognates,noun,religion_spirituality,1150,1545,0.8,0.8,2,5,2.24,3,37.3,13.2,11.2,6.9,6
magician,mago,,cognates,noun,arts_entertainment,1811,1542,0.429,0.375,3,8,3.47,2,51.6,16.6,17.4,5.7,12
magistracy,magistratura,,cognates,noun,government_politics,1508,1545,0.7,0.667,4,10,4.83,1,62.2,19.3,24.1,4,14.7
magneto,magneto,,cognates,noun,technology_tools,1880,1789,1,1,3,7,3.96,1,50.8,16.6,19.8,4,10.4
magnetometer,magnetómetro,,cognates,noun,technology_tools,1820,1799,0.889,0.75,5,12,4.71,1,66,21.5,23.6,4,17
magnitude,magnitud,,cognates,noun,education_knowledge,1325,1545,0.889,0.889,3,9,3,3,52,16.6,15,6.9,13.4
magnum,magnum,,cognates,noun,technology_tools,1708,1594,1,1,2,6,3.61,1,43.7,13.2,18.1,4,8.5
mainstream,mainstream,,cognates,noun,social,1508,1840,1,1,2,10,2.74,1,45.6,13.2,13.7,4,14.7
major,mayor,,cognates,adjective,education_knowledge,1300,1542,0.667,0.8,2,5,1.7,13,42.1,13.2,8.5,14.4,6
majority,mayoría,,cognates,noun,government_politics,1300,1542,0.556,0.5,4,8,2.06,3,48.5,19.3,10.3,6.9,12
malaria,malaria,,cognates,noun,health_medicine,1300,1542,1,1,4,7,3.35,1,50.5,19.3,16.8,4,10.4
malleability,maleabilidad,,cognates,noun,technology_tools,1600,1748,0.667,0.667,6,12,4.81,1,68.4,23.4,24.1,4,17
malversation,malversación,,cognates,noun,government_politics,1500,1556,0.692,0.833,3,12,5.98,1,67.5,16.6,29.9,4,17
mammalian,mammalia,,cognates,adjective,nature_geography,1813,1789,0.8,0.889,4,9,3.81,2,57.4,19.3,19.1,5.7,13.4
mammoth,mammuthus,,cognates,noun,nature_geography,1700,1850,0.571,0.667,2,7,3.6,2,47.2,13.2,18,5.7,10.4
management,gestión,,cognates,noun,economics_commerce,1739,1556,0.444,0.1,3,10,1.87,2,46.3,16.6,9.4,5.7,14.7
manager,manager,,loanword_en_to_es,noun,economics_commerce,1705,1633,1,1,3,7,2.03,2,42.8,16.6,10.2,5.7,10.4
mandala,mandala,,cognates,noun,religion_spirituality,1850,1674,1,1,3,7,4.22,1,52.1,16.6,21.1,4,10.4
mandolin,mandolina,,cognates,noun,arts_entertainment,1700,1732,1,0.889,3,8,4.22,1,53.7,16.6,21.1,4,12
mandrill,mandril,,cognates,noun,nature_geography,1700,1788,1,0.875,2,8,5.3,1,55.7,13.2,26.5,4,12
maneuver,maniobra,,cognates,noun,language_communication,1757,1573,0.4,0.375,3,8,3.47,8,57.3,16.6,17.4,11.3,12
manicure,manicura,,cognates,noun,clothing_appearance,1300,1872,0.875,0.875,3,8,4.01,3,55.6,16.6,20,6.9,12
manipulation,manipulación,,cognates,noun,emotions_psychology,1730,1633,0.636,0.833,5,12,3.15,2,59.9,21.5,15.8,5.7,17
mannitol,manitol,,cognates,noun,health_medicine,1870,1879,1,0.875,3,8,4.83,1,56.8,16.6,24.1,4,12
manometer,manómetro,,cognates,noun,technology_tools,1700,1745,0.875,0.667,2,9,5.44,1,57.8,13.2,27.2,4,13.4
mansard,mansarda,,cognates,noun,housing_architecture,1700,1783,1,0.875,1,7,5.16,2,50.2,8.3,25.8,5.7,10.4
mansion,mansión,,cognates,noun,housing_architecture,1325,1634,0.714,0.857,2,7,2.98,2,44.1,13.2,14.9,5.7,10.4
manta,manta,,cognates,noun,nature_geography,1300,1542,1,1,2,5,4.18,2,45.7,13.2,20.9,5.7,6
mantilla,mantilla,,loanword_es_to_en,noun,clothing_appearance,1300,1573,1,1,3,8,5.27,2,60.6,16.6,26.3,5.7,12
mantis,mantodea,,cognates,noun,nature_geography,1600,1900,0.444,0.5,2,6,3.89,1,45.1,13.2,19.4,4,8.5
mantle,mantel,Tablecloth,false_friends,noun,housing_architecture,1150,1325,1,0.667,2,6,3.38,10,51.2,13.2,16.9,12.6,8.5
mantua,mantua,,cognates,noun,clothing_appearance,1500,1788,1,1,3,6,4.45,1,51.4,16.6,22.2,4,8.5
manufacture,manufacturación,,cognates,noun,economics_commerce,1755,1741,0.727,0.667,4,11,3.02,6,60.1,19.3,15.1,9.8,15.9
manumission,manumisión,,cognates,noun,language_communication,1400,1768,0.75,0.818,4,11,5.01,1,64.2,19.3,25,4,15.9
map,mapa,,cognates,noun,nature_geography,1913,1616,1,0.75,1,3,2.24,8,30.8,8.3,11.2,11.3,0
marabou,morabito,,cognates,noun,nature_geography,1800,1775,0.625,0.5,3,7,5.17,2,58.5,16.6,25.9,5.7,10.4
marble,mármol,,cognates,noun,education_knowledge,1325,1522,0.375,0.333,2,6,3.04,4,44.9,13.2,15.2,8,8.5
march,marcha,,cognates,noun,time_calendar,1200,1542,1,0.833,1,5,1.74,14,38,8.3,8.7,15,6
margarita,margarita,,loanword_es_to_en,noun,food_cuisine,1300,1542,1,1,4,9,3.7,1,55.2,19.3,18.5,4,13.4
mariachi,mariachi,,loanword_es_to_en,noun,arts_entertainment,1300,1784,1,1,4,8,4.19,1,56.3,19.3,20.9,4,12
marijuana,marihuana,,loanword_es_to_en,noun,health_medicine,1918,1872,0.75,0.889,4,9,2.8,2,52.4,19.3,14,5.7,13.4
marimba,marimba,,cognates,noun,arts_entertainment,1700,1796,1,1,3,7,4.71,1,54.6,16.6,23.6,4,10.4
marina,marina,Navy,false_friends,noun,nature_geography,1708,1776,1,1,3,6,3.16,1,44.9,16.6,15.8,4,8.5
marionette,marioneta,,cognates,noun,arts_entertainment,1600,1773,1,0.8,3,10,4.56,1,58.1,16.6,22.8,4,14.7
marker,marca,,cognates,noun,technology_tools,1000,1556,0.5,0.5,2,6,3.13,3,44.2,13.2,15.6,6.9,8.5
marketing,marketing,,loanword_en_to_es,noun,economics_commerce,1701,1835,1,1,3,9,2.22,7,51.7,16.6,11.1,10.6,13.4
marline,merlín,,cognates,noun,technology_tools,1325,1889,0.625,0.571,2,7,5.89,1,57,13.2,29.4,4,10.4
marmot,marmota,,cognates,noun,nature_geography,1600,1745,1,0.857,2,6,4.6,1,48.7,13.2,23,4,8.5
marsupial,marsupial,,cognates,noun,nature_geography,1805,1781,1,1,4,9,4.59,2,61.3,19.3,22.9,5.7,13.4
marvelous,maravilloso,,cognates,adjective,emotions_psychology,1300,1545,0.7,0.545,3,9,3.47,3,54.3,16.6,17.4,6.9,13.4
mascara,máscara,mask,false_friends,noun,clothing_appearance,1870,1562,0.833,0.857,3,7,3.67,1,49.4,16.6,18.4,4,10.4
masculinity,masculinidad,,cognates,noun,values_ethics,1508,1701,0.727,0.75,5,11,3.63,2,61.2,21.5,18.1,5.7,15.9
maser,maser,,cognates,noun,technology_tools,1950,1770,1,1,2,5,4.88,1,47.6,13.2,24.4,4,6
mask,mascara,,cognates,noun,clothing_appearance,1000,1562,0.5,0.429,1,4,2.69,9,33.8,8.3,13.5,12,0
masonry,masonería,,cognates,noun,housing_architecture,1200,1793,0.667,0.667,3,7,3.65,3,52.2,16.6,18.2,6.9,10.4
mass,masa,,cognates,noun,religion_spirituality,1000,1545,1,0.75,1,4,2.13,11,32.2,8.3,10.6,13.3,0
massive,masivo,,cognates,adjective,language_communication,1400,1745,0.714,0.714,2,7,2.28,4,43,13.2,11.4,8,10.4
master,maestra,,cognates,noun,education_knowledge,1000,1545,1,0.571,2,6,2.07,15,47.5,13.2,10.4,15.5,8.5
mastication,masticación,,cognates,noun,health_medicine,1826,1659,0.778,0.818,4,11,5.15,1,64.9,19.3,25.8,4,15.9
masturbation,masturbación,,cognates,noun,health_medicine,1711,1732,0.75,0.833,4,12,3.54,1,58,19.3,17.7,4,17
mate,jaque mate,,cognates,noun,family_kinship,1500,1845,0.5,0.4,1,4,2.45,13,35,8.3,12.2,14.4,0
material,material,,cognates,noun,technology_tools,1325,1545,1,1,4,8,2.05,11,54.8,19.3,10.2,13.3,12
mathematics,matemáticas,,cognates,noun,education_knowledge,1400,1573,0.778,0.727,4,11,2.85,1,53.4,19.3,14.2,4,15.9
maths,mates,,cognates,noun,education_knowledge,1910,1624,0.667,0.8,1,5,3.25,2,36.2,8.3,16.2,5.7,6
matricide,matricidio,,cognates,noun,values_ethics,1200,1768,0.778,0.8,4,9,5.32,2,65,19.3,26.6,5.7,13.4
matriculation,matriculación,,cognates,noun,education_knowledge,1500,1821,0.818,0.846,5,13,4.35,1,65.3,21.5,21.8,4,18
matter,materia,,cognates,noun,education_knowledge,1200,1545,0.833,0.571,2,6,1.62,7,40.4,13.2,8.1,10.6,8.5
mauser,mauser,,cognates,noun,technology_tools,1870,1659,1,1,2,6,4.53,2,50,13.2,22.6,5.7,8.5
mausoleum,mausoleo,,cognates,noun,housing_architecture,1325,1616,1,0.778,4,9,4.06,1,57,19.3,20.3,4,13.4
maximization,maximización,,cognates,noun,economics_commerce,1802,1741,0.6,0.833,5,12,4.58,2,67,21.5,22.9,5.7,17
mayor,mayor,Bigger/Older,false_friends,noun,government_politics,1325,1500,1,1,2,5,2.38,1,35.1,13.2,11.9,4,6
mean,media,,cognates,noun,language_communication,1325,1542,0.5,0.4,1,4,1.47,16,31.7,8.3,7.3,16,0
mebendazole,mebendazol,,cognates,noun,health_medicine,1970,1879,1,0.909,3,11,5.44,1,63.7,16.6,27.2,4,15.9
mechanic,mecánico,,cognates,noun,technology_tools,1325,1545,0.556,0.625,3,8,3.21,3,51.6,16.6,16.1,6.9,12
mechanics,mecanismo,,cognates,noun,technology_tools,1500,1556,0.778,0.556,3,9,2.87,4,52.4,16.6,14.4,8,13.4
mechanization,mecanización,,cognates,noun,technology_tools,1834,1732,0.636,0.769,5,13,4.59,2,68.1,21.5,22.9,5.7,18
medal,medalla,,cognates,noun,social,1857,1569,1,0.714,2,5,2.61,1,36.2,13.2,13.1,4,6
media,media,Sock/Average,false_friends,noun,technology_tools,1840,1500,1,1,3,5,1.7,11,44.4,16.6,8.5,13.3,6
median,mediana,,cognates,noun,education_knowledge,1325,1562,1,0.857,3,6,2.95,4,47.9,16.6,14.8,8,8.5
medical,médico,,cognates,adjective,health_medicine,1961,1556,0.444,0.571,3,7,1.84,4,44.2,16.6,9.2,8,10.4
medicine,medicamento,,cognates,noun,health_medicine,1325,1578,0.667,0.545,3,8,2.27,5,48.9,16.6,11.3,8.9,12
meditation,meditación,,cognates,noun,religion_spirituality,1325,1556,0.7,0.8,4,10,3.05,2,54.9,19.3,15.2,5.7,14.7
meeting,meeting,,loanword_en_to_es,noun,social,1300,1732,1,1,2,7,1.85,19,50.3,13.2,9.2,17.4,10.4
megalith,megalitismo,,cognates,noun,language_communication,1850,1901,0.7,0.636,2,8,5.32,1,55.8,13.2,26.6,4,12
megaphone,megáfono,,cognates,noun,technology_tools,1870,1878,0.5,0.556,3,9,4.22,1,55.2,16.6,21.1,4,13.4
melphalan,melfalán,,cognates,noun,health_medicine,1960,1952,0.556,0.667,3,9,5.45,1,61.3,16.6,27.2,4,13.4
member,miembro,,cognates,noun,social,1300,1542,0.667,0.571,2,6,1.82,5,39.7,13.2,9.1,8.9,8.5
meme,meme,,cognates,noun,language_communication,1970,1730,1,1,1,4,3.09,1,27.8,8.3,15.4,4,0
memory,memoria,,cognates,noun,education_knowledge,1300,1542,0.571,0.714,3,6,2.19,5,45,16.6,11,8.9,8.5
meningitis,meningitis,,cognates,noun,health_medicine,1300,1711,1,1,4,10,3.8,1,57,19.3,19,4,14.7
mental,mental,,cognates,noun,emotions_psychology,1927,1545,1,1,2,6,2.17,5,41.5,13.2,10.8,8.9,8.5
mention,mención,,cognates,noun,language_communication,1300,1556,0.5,0.714,2,7,2.27,6,44.7,13.2,11.3,9.8,10.4
merchandise,mercancía,,cognates,noun,economics_commerce,1325,1556,0.545,0.545,3,11,3.07,2,53.5,16.6,15.3,5.7,15.9
merit,mérito,,cognates,noun,values_ethics,1325,1545,0.571,0.667,2,5,2.92,3,40.7,13.2,14.6,6.9,6
merlon,merlón,,cognates,noun,housing_architecture,1700,1885,0.714,0.833,2,6,5.86,1,55,13.2,29.3,4,8.5
mesa,mesa,,loanword_es_to_en,noun,nature_geography,1759,1522,1,1,2,4,3.5,2,36.3,13.2,17.5,5.7,0
mescaline,mescalina,,cognates,noun,health_medicine,1890,1879,1,0.889,3,9,4.67,1,57.4,16.6,23.4,4,13.4
mesmerism,mesmerismo,,cognates,noun,health_medicine,1798,1806,0.833,0.9,4,9,5.15,1,62.5,19.3,25.8,4,13.4
mesomorphy,mesomorfo,,cognates,noun,health_medicine,1940,1907,0.556,0.7,4,10,7,1,73,19.3,35,4,14.7
metal,metal,,cognates,noun,education_knowledge,1980,1545,1,1,2,5,2.18,4,38.1,13.2,10.9,8,6
methadone,metadona,,cognates,noun,health_medicine,1940,1879,0.875,0.778,3,9,4.02,1,54.2,16.6,20.1,4,13.4
metoprolol,metoprolol,,cognates,noun,health_medicine,1970,1879,1,1,3,10,5.16,1,61.1,16.6,25.8,4,14.7
metro,metro,,cognates,noun,transportation,1600,1545,1,1,2,5,2.82,1,37.3,13.2,14.1,4,6
metronidazole,metronidazol,,cognates,noun,health_medicine,1960,1879,1,0.923,3,13,4.87,1,63,16.6,24.4,4,18
metronome,metrónomo,,cognates,noun,arts_entertainment,1810,1781,0.857,0.778,1,9,4.38,1,47.6,8.3,21.9,4,13.4
mezzanine,mezanine,,cognates,noun,housing_architecture,1700,1938,1,0.889,3,9,4.19,2,56.7,16.6,20.9,5.7,13.4
microbe,micrófito,,cognates,noun,education_knowledge,1878,1836,0.5,0.444,2,7,4.37,1,49.4,13.2,21.9,4,10.4
microcomputer,microcomputadora,,cognates,noun,technology_tools,1950,1955,0.727,0.75,5,13,4.7,1,67,21.5,23.5,4,18
microcosm,microcosmos,,cognates,noun,education_knowledge,1325,1780,1,0.818,4,9,4.2,1,57.7,19.3,21,4,13.4
microfiche,microficha,,cognates,noun,technology_tools,1950,1933,0.778,0.9,3,10,4.94,1,60,16.6,24.7,4,14.7
microorganism,microorganismo,,cognates,noun,health_medicine,1880,1745,1,0.929,6,13,4.68,1,68.8,23.4,23.4,4,18
microphone,micrófono,,cognates,noun,technology_tools,1608,1839,0.545,0.6,3,10,3.28,1,51.7,16.6,16.4,4,14.7
microprocessor,microprocesador,,cognates,noun,technology_tools,1960,1879,0.8,0.867,5,14,4.08,1,64.9,21.5,20.4,4,19
microscope,microscopio,,cognates,noun,technology_tools,1752,1659,0.875,0.818,3,10,3.5,1,52.8,16.6,17.5,4,14.7
microscopy,microscopía,,cognates,noun,technology_tools,1752,1800,0.7,0.818,4,10,3.74,1,56.7,19.3,18.7,4,14.7
microtome,microtomo,,cognates,noun,technology_tools,1850,1879,0.857,0.889,3,9,5.62,1,62.2,16.6,28.1,4,13.4
midazolam,midazolam,,cognates,noun,health_medicine,1970,1961,1,1,4,9,4.67,1,60.1,19.3,23.4,4,13.4
mihrab,mihrab,,cognates,noun,religion_spirituality,1600,1841,1,1,1,6,5.52,2,50.1,8.3,27.6,5.7,8.5
military,militar,,cognates,adjective,government_politics,1827,1542,0.857,0.875,4,8,1.8,4,48.3,19.3,9,8,12
milliammeter,miliamperímetro,,cognates,noun,technology_tools,1900,1901,0.7,0.533,3,12,7,1,72.6,16.6,35,4,17
minaret,minarete,,cognates,noun,religion_spirituality,1608,1793,1,0.875,3,7,4.64,1,54.2,16.6,23.2,4,10.4
miniature,miniatura,,cognates,noun,arts_entertainment,1714,1545,0.875,0.889,4,9,3.28,3,56.1,19.3,16.4,6.9,13.4
miniaturization,miniaturización,,cognates,noun,technology_tools,1947,1879,0.727,0.867,7,15,4.74,1,72.6,25,23.7,4,19.9
minicomputer,minicomputadora,,cognates,noun,technology_tools,1960,1927,0.75,0.733,5,12,5.08,1,67.9,21.5,25.4,4,17
minimization,minimización,,cognates,noun,language_communication,1802,1781,0.556,0.833,4,12,4.43,1,62.4,19.3,22.1,4,17
